tweet_id,disaster_type,Event type,Relevance
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,personal matters,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,damage,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,die,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,spiritual,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,personal matters,Not Relevant
9.01E+17,Hurricane,humanitarian assistance,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,news,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,personal matters,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,travel,Relevant
9.01E+17,Hurricane,humanitarian assistance,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,disaster preparedness,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,spiritual,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,travel,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,humanitarian assistance,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,disaster preparedness,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,humanitarian assistance,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,personal matters,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,personal matters,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,spiritual,Relevant
9.01E+17,Hurricane,damage,Relevant
9.01E+17,Hurricane,communication,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Not Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,humanitarian assistance,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,communication,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,humanitarian assistance,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,spiritual,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,travel,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,spiritual,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,die,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,disaster preparedness,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,safety,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,humanitarian assistance,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Not Relevant
9.01E+17,Hurricane,humanitarian assistance,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,spiritual,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,news,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,safety,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,spiritual,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,disaster preparedness,Not Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,spiritual,Relevant
9.01E+17,Hurricane,disaster preparedness,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Not Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,personal matters,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,disaster preparedness,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,damage,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,safety,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Not Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,immigration,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,humanitarian assistance,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,personal matters,Not Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,humanitarian assistance,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,safety,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,news,Not Relevant
9.01E+17,Hurricane,news,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,personal matters,Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,safety,Not Relevant
9.01E+17,Hurricane,disaster preparedness,Relevant
9.01E+17,Hurricane,spiritual,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,personal matters,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,appreciation,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,empathy,Relevant
9.01E+17,Hurricane,humanitarian assistance,Relevant
9.01E+17,Hurricane,empathy,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Not Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
9.01E+17,Hurricane,information dissemination,Relevant
9.01E+17,Hurricane,safety,Relevant
